Brand,model,full_name,Km_driven,fuel,transmission,Price(?),Price_per_km,Price_per_year,emi_from_5yr_down_payment_20_percent,emi_perc_price,testdrive_loc,spiny_category,city,created_at,creation_year,creation_month,model_year,age_years,testdrive_area
Renault,Kwid Climber,Renault Kwid Climber,27000,petrol,automatic,454000,16.81,90800,"8,263",1.09,"Spinny  Hub, Neelkanth Business Park, Vidyavihar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2020,5,Neelkanth Business Park
Hyundai,Verna 1.6,Hyundai Verna 1.6,64000,diesel,automatic,853000,13.33,121857,"15,520",1.09,"Spinny  Hub, Neelkanth Business Park, Vidyavihar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2018,7,Neelkanth Business Park
Honda,City Zx,Honda City Zx,60000,petrol,automatic,839000,13.98,104875,"15,271",1.09,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2017,8,Kohinoor Square Mall
Honda,City Zx,Honda City Zx,67000,petrol,automatic,795000,11.87,99375,"14,470",1.09,"Spinny  Hub, Seawoods, Navi Mumbai",Assured,Mumbai,09-06-2024,2024,6,2017,8,Seawoods
Volkswagen,Vento Highline,Volkswagen Vento Highline,58000,diesel,automatic,847000,14.60,121000,"14,453",1.02,"Spinny  Hub, Korum Mall, Thane",Assured,Mumbai,09-06-2024,2024,6,2018,7,Korum Mall
Volkswagen,Jetta Comfortline,Volkswagen Jetta Comfortline,41000,petrol,manual,846000,20.63,94000,"14,436",1.02,"Spinny  Hub, Korum Mall, Thane",Budget,Mumbai,09-06-2024,2024,6,2016,9,Korum Mall
Renault,Kwid Rxt,Renault Kwid Rxt,40000,petrol,manual,289000,7.23,48167,"5,260",1.09,"Spinny  Hub Kandivali, Mumbai",Budget,Mumbai,09-06-2024,2024,6,2019,6,Mumbai
Honda,Jazz Sv,Honda Jazz Sv,37000,petrol,manual,434000,11.73,54250,"7,401",1.02,"Spinny  Hub, Korum Mall, Thane",Assured,Mumbai,09-06-2024,2024,6,2017,8,Korum Mall
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,10000,petrol,manual,519000,51.90,173000,"9,447",1.09,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2022,3,Kohinoor Square Mall
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,29000,petrol,manual,524000,18.07,65500,"9,538",1.09,"Spinny  Hub Kandivali, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2017,8,Mumbai
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,57000,petrol,manual,531000,9.32,59000,"9,657",1.09,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2016,9,Kohinoor Square Mall
Kia,Seltos Htx,Kia Seltos Htx,46000,petrol,automatic,1320000,28.70,330000,"24,027",1.09,"Spinny  Hub, Korum Mall, Thane",Assured,Mumbai,09-06-2024,2024,6,2021,4,Korum Mall
Renault,Kwid Rxt,Renault Kwid Rxt,18000,petrol,manual,298000,16.56,33111,"5,424",1.09,"Spinny  Hub, Neelkanth Business Park, Vidyavihar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2016,9,Neelkanth Business Park
Mahindra,Kuv100 K6,Mahindra Kuv100 K6,25000,petrol,manual,329000,13.16,36556,"5,988",1.09,"Spinny  Hub Kandivali, Mumbai",Budget,Mumbai,09-06-2024,2024,6,2016,9,Mumbai
Ford,Ecosport Titanium,Ford Ecosport Titanium,54000,diesel,manual,537000,9.94,67125,"9,769",1.09,"Spinny  Hub, Korum Mall, Thane",Budget,Mumbai,09-06-2024,2024,6,2017,8,Korum Mall
Maruti,Suzuki Alto,Maruti Suzuki Alto,6000,petrol,manual,329000,54.83,54833,"6,261",1.14,"Spinny  Hub, Korum Mall, Thane",Assured,Mumbai,09-06-2024,2024,6,2019,6,Korum Mall
Honda,Amaze 1.2,Honda Amaze 1.2,58000,petrol,automatic,612000,10.55,87429,"11,139",1.09,"Spinny  Hub, Korum Mall, Thane",Assured,Mumbai,09-06-2024,2024,6,2018,7,Korum Mall
Hyundai,Grand I10,Hyundai Grand I10,10000,petrol,automatic,489000,48.90,48900,"8,901",1.09,"Spinny  Hub, Neelkanth Business Park, Vidyavihar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2015,10,Neelkanth Business Park
Maruti,Suzuki Ertiga,Maruti Suzuki Ertiga,85000,petrol,automatic,772000,9.08,96500,"14,052",1.09,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2017,8,Kohinoor Square Mall
Hyundai,Venue N-Line,Hyundai Venue N-Line,20000,petrol,automatic,1280000,64.00,426667,"23,297",1.09,"Spinny  Hub, Neelkanth Business Park, Vidyavihar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2022,3,Neelkanth Business Park
Hyundai,Elite I20,Hyundai Elite I20,27000,petrol,manual,678000,25.11,113000,"12,341",1.09,"Spinny  Hub, Seawoods, Navi Mumbai",Assured,Mumbai,09-06-2024,2024,6,2019,6,Seawoods
Honda,City 1.5,Honda City 1.5,77000,petrol,manual,329000,4.27,27417,"7,060",1.29,"Spinny  Hub, Seawoods, Navi Mumbai",Budget,Mumbai,09-06-2024,2024,6,2013,12,Seawoods
MG,Motors Hector,MG Motors Hector,32000,diesel,manual,1596000,49.88,399000,"29,043",1.09,"Spinny  Hub, Seawoods, Navi Mumbai",Budget,Mumbai,09-06-2024,2024,6,2021,4,Seawoods
Volkswagen,Ameo Highline1.2L,Volkswagen Ameo Highline1.2L,39000,petrol,manual,473000,12.13,52556,"8,071",1.02,"Spinny  Hub, Seawoods, Navi Mumbai",Assured,Mumbai,09-06-2024,2024,6,2016,9,Seawoods
Hyundai,New I20,Hyundai New I20,14000,petrol,automatic,829000,59.21,165800,"15,089",1.09,"Spinny  Hub, Seawoods, Navi Mumbai",Assured,Mumbai,09-06-2024,2024,6,2020,5,Seawoods
Hyundai,Verna Sx,Hyundai Verna Sx,20000,petrol,automatic,1125000,56.25,281250,"20,477",1.09,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2021,4,Kohinoor Square Mall
Kia,Sonet Htk,Kia Sonet Htk,34000,petrol,manual,829000,24.38,165800,"15,089",1.09,"Spinny  Hub Kandivali, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2020,5,Mumbai
Maruti,Suzuki Vitara,Maruti Suzuki Vitara,43000,petrol,automatic,1097000,25.51,365667,"19,968",1.09,"Spinny  Hub, Seawoods, Navi Mumbai",Assured,Mumbai,09-06-2024,2024,6,2022,3,Seawoods
Hyundai,Creta 1.6,Hyundai Creta 1.6,94000,diesel,automatic,846000,9.00,94000,"15,399",1.09,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Budget,Mumbai,09-06-2024,2024,6,2016,9,Kohinoor Square Mall
Toyota,Innova 2.5,Toyota Innova 2.5,72000,diesel,manual,878000,12.19,79818,"16,710",1.14,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Budget,Mumbai,09-06-2024,2024,6,2014,11,Kohinoor Square Mall
Maruti,Suzuki Alto,Maruti Suzuki Alto,47000,petrol+cng,manual,272000,5.79,27200,"5,176",1.14,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2015,10,Kohinoor Square Mall
Renault,Kwid 1,Renault Kwid 1,55000,petrol,automatic,427000,7.76,85400,"7,773",1.09,"Spinny  Hub, Korum Mall, Thane",Assured,Mumbai,09-06-2024,2024,6,2020,5,Korum Mall
Kia,Sonet Htx,Kia Sonet Htx,24000,diesel,manual,1124000,46.83,281000,"20,454",1.09,"Spinny  Hub, Seawoods, Navi Mumbai",Assured,Mumbai,09-06-2024,2024,6,2021,4,Seawoods
Renault,Kwid Rxt,Renault Kwid Rxt,52000,petrol,manual,268000,5.15,29778,"4,878",1.09,"Spinny  Hub, Neelkanth Business Park, Vidyavihar, Mumbai",Budget,Mumbai,09-06-2024,2024,6,2016,9,Neelkanth Business Park
Mahindra,Xuv700 Ax,Mahindra Xuv700 Ax,38000,petrol,automatic,1780000,46.84,593333,"32,400",1.09,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2022,3,Kohinoor Square Mall
Tata,Safari Xza,Tata Safari Xza,42000,diesel,automatic,1902000,45.29,475500,"34,621",1.09,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2021,4,Kohinoor Square Mall
Tata,Altroz Xm,Tata Altroz Xm,24000,petrol,manual,606000,25.25,151500,"11,030",1.09,"Spinny  Hub Kandivali, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2021,4,Mumbai
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,34000,petrol,manual,519000,15.26,64875,"9,447",1.09,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2017,8,Kohinoor Square Mall
Maruti,Suzuki S-Cross,Maruti Suzuki S-Cross,63000,diesel,manual,584000,9.27,64889,"10,630",1.09,"Spinny  Hub, Neelkanth Business Park, Vidyavihar, Mumbai",Budget,Mumbai,09-06-2024,2024,6,2016,9,Neelkanth Business Park
Hyundai,Elite I20,Hyundai Elite I20,63000,petrol,manual,596000,9.46,85143,"10,854",1.09,"Spinny  Hub, Neelkanth Business Park, Vidyavihar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2018,7,Neelkanth Business Park
Maruti,Suzuki Wagon,Maruti Suzuki Wagon,50000,petrol+cng,manual,350000,7.00,35000,"6,373",1.09,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2015,10,Kohinoor Square Mall
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,31000,petrol,automatic,370000,11.94,37000,"6,740",1.09,"Spinny  Hub, Korum Mall, Thane",Assured,Mumbai,09-06-2024,2024,6,2015,10,Korum Mall
Tata,Punch Adventure,Tata Punch Adventure,4000,petrol,automatic,757000,189.25,378500,"13,781",1.09,"Spinny  Hub Kandivali, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2023,2,Mumbai
Hyundai,Grand I10,Hyundai Grand I10,50000,petrol,manual,385000,7.70,35000,"7,007",1.09,"Spinny  Hub Kandivali, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2014,11,Mumbai
Maruti,Suzuki Swift,Maruti Suzuki Swift,36000,petrol,automatic,424000,11.78,38545,"7,717",1.09,"Spinny  Hub, Kohinoor Square Mall, Dadar, Mumbai",Budget,Mumbai,09-06-2024,2024,6,2014,11,Kohinoor Square Mall
Honda,City Zx,Honda City Zx,29000,petrol,manual,981000,33.83,196200,"17,856",1.09,"Spinny  Hub, Neelkanth Business Park, Vidyavihar, Mumbai",Assured,Mumbai,09-06-2024,2024,6,2020,5,Neelkanth Business Park
Honda,Jazz Zx,Honda Jazz Zx,34000,petrol,manual,792000,23.29,158400,"13,515",1.02,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2020,5,Hinjewadi
Renault,Kiger Rxz,Renault Kiger Rxz,40000,petrol,manual,711000,17.78,237000,"12,940",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2022,3,Hinjewadi
Kia,Sonet Htx,Kia Sonet Htx,100000,petrol,manual,1059000,10.59,264750,"19,276",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2021,4,Hinjewadi
Honda,City Zx,Honda City Zx,19000,petrol,automatic,1372000,72.21,343000,"24,972",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2021,4,Hinjewadi
Mahindra,Xuv 300,Mahindra Xuv 300,73000,diesel,manual,888000,12.16,148000,"16,163",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2019,6,Hinjewadi
Maruti,Suzuki Ciaz,Maruti Suzuki Ciaz,93000,diesel,manual,852000,9.16,142000,"15,508",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2019,6,Hinjewadi
Renault,Kiger Rxz,Renault Kiger Rxz,8000,petrol,automatic,807000,100.88,269000,"14,689",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2022,3,Seasons Mall
Volkswagen,Polo Comfortline,Volkswagen Polo Comfortline,75000,petrol,manual,502000,6.69,62750,"8,566",1.02,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2017,8,Seasons Mall
Hyundai,Creta 1.6,Hyundai Creta 1.6,77000,diesel,automatic,1047000,13.60,116333,"19,057",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2016,9,Hinjewadi
Renault,Triber Rxz,Renault Triber Rxz,27000,petrol,automatic,718000,26.59,179500,"13,071",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2021,4,Seasons Mall
Datsun,Redi-Go T,Datsun Redi-Go T,51000,petrol,manual,191000,3.75,21222,"7,264",2.28,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2016,9,Hinjewadi
Hyundai,Grand I10,Hyundai Grand I10,60000,petrol+cng,manual,494000,8.23,82333,"8,992",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2019,6,Hinjewadi
Renault,Kwid Rxt,Renault Kwid Rxt,50000,petrol,manual,274000,5.48,30444,"4,987",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2016,9,Hinjewadi
Volkswagen,Polo Gt,Volkswagen Polo Gt,56000,petrol,automatic,749000,13.38,107000,"12,781",1.02,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2018,7,Seasons Mall
Tata,Zest Xt,Tata Zest Xt,135000,petrol,manual,342000,2.53,31091,"6,225",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2014,11,Hinjewadi
Honda,Amaze 1.2,Honda Amaze 1.2,28000,petrol,automatic,689000,24.61,98429,"12,541",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2018,7,Seasons Mall
Mahindra,Xuv700 Ax,Mahindra Xuv700 Ax,59000,diesel,manual,2175000,36.86,725000,"39,581",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2022,3,Seasons Mall
Maruti,Suzuki Wagon,Maruti Suzuki Wagon,66000,petrol,automatic,386000,5.85,42889,"7,346",1.14,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2016,9,Seasons Mall
Hyundai,Creta 1.6,Hyundai Creta 1.6,90000,diesel,automatic,922000,10.24,102444,"16,782",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2016,9,Hinjewadi
Ford,Ecosport Titanium,Ford Ecosport Titanium,99000,petrol,automatic,875000,8.84,175000,"15,927",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2020,5,Hinjewadi
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,52000,petrol,manual,533000,10.25,59222,"9,701",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2016,9,Hinjewadi
Honda,Wr-V I-Dtec,Honda Wr-V I-Dtec,121000,diesel,manual,726000,6.00,103714,"13,214",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2018,7,Hinjewadi
Hyundai,I20 Active,Hyundai I20 Active,64000,diesel,manual,703000,10.98,87875,"12,796",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2017,8,Seasons Mall
Maruti,Suzuki Ciaz,Maruti Suzuki Ciaz,88000,petrol,manual,597000,6.78,74625,"10,871",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2017,8,Hinjewadi
Renault,Kwid 1,Renault Kwid 1,35000,petrol,automatic,398000,11.37,66333,"7,244",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2019,6,Hinjewadi
Datsun,Redi-Go T(O),Datsun Redi-Go T(O),23000,petrol,automatic,329000,14.30,47000,"7,060",1.29,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2018,7,Hinjewadi
Honda,Amaze 1.2,Honda Amaze 1.2,14000,petrol,automatic,759000,54.21,189750,"13,815",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2021,4,Seasons Mall
Kia,Sonet Gtx,Kia Sonet Gtx,37000,petrol,automatic,1156000,31.24,231200,"21,048",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2020,5,Seasons Mall
Renault,Kwid 1,Renault Kwid 1,21000,petrol,manual,399000,19.00,79800,"7,262",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2020,5,Seasons Mall
Volkswagen,Polo Highline1.2L,Volkswagen Polo Highline1.2L,105000,petrol,manual,468000,4.46,46800,"7,986",1.02,"Spinny  Hub, Seasons Mall, Pune",Budget,Mumbai,09-06-2024,2024,6,2015,10,Seasons Mall
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,12000,petrol,automatic,819000,68.25,204750,"14,911",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2021,4,Seasons Mall
Mahindra,Scorpio N,Mahindra Scorpio N,8000,petrol,automatic,2096000,262.00,698667,"38,144",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2022,3,Hinjewadi
Hyundai,Grand I10,Hyundai Grand I10,40000,petrol+cng,manual,562000,14.05,93667,"10,229",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2019,6,Hinjewadi
Renault,Kwid 1,Renault Kwid 1,15000,petrol,automatic,439000,29.27,73167,"7,241",0.99,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2019,6,Hinjewadi
Mahindra,Xuv 300,Mahindra Xuv 300,39000,petrol,manual,881000,22.59,220250,"16,036",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2021,4,Hinjewadi
Tata,Nexon Xza,Tata Nexon Xza,41000,diesel,automatic,942000,22.98,134571,"17,155",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2018,7,Seasons Mall
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,45000,petrol,automatic,392000,8.71,39200,"7,135",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2015,10,Hinjewadi
Tata,Harrier Xza,Tata Harrier Xza,14000,diesel,automatic,1853000,132.36,463250,"33,737",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2021,4,Seasons Mall
Renault,Triber Rxz,Renault Triber Rxz,37000,petrol,manual,642000,17.35,128400,"11,685",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2020,5,Hinjewadi
Volkswagen,Tiguan Highline,Volkswagen Tiguan Highline,94000,diesel,automatic,2002000,21.30,286000,"36,441",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2018,7,Hinjewadi
Maruti,Suzuki Alto,Maruti Suzuki Alto,26000,petrol,automatic,329000,12.65,41125,"5,988",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2017,8,Hinjewadi
Volkswagen,Vento Highline,Volkswagen Vento Highline,83000,diesel,manual,594000,7.16,59400,"10,131",1.02,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2015,10,Hinjewadi
Maruti,Suzuki Estilo,Maruti Suzuki Estilo,84000,petrol,manual,229000,2.73,19083,"4,914",1.29,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2013,12,Hinjewadi
Hyundai,Eon Sportz,Hyundai Eon Sportz,42000,petrol,manual,285000,6.79,25909,"4,863",1.02,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2014,11,Hinjewadi
Kia,Sonet Htk,Kia Sonet Htk,13000,petrol,manual,875000,67.31,291667,"15,927",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2022,3,Hinjewadi
Maruti,Suzuki A-Star,Maruti Suzuki A-Star,71000,petrol,manual,254000,3.58,21167,"5,105",1.21,"Spinny  Hub, Seasons Mall, Pune",Budget,Mumbai,09-06-2024,2024,6,2013,12,Seasons Mall
Maruti,Suzuki Wagon,Maruti Suzuki Wagon,54000,petrol,automatic,367000,6.80,36700,"6,984",1.14,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2015,10,Hinjewadi
Hyundai,I20 Sportz,Hyundai I20 Sportz,51000,petrol,manual,278000,5.45,19857,"10,573",2.28,"Spinny  Hub, Seasons Mall, Pune",Budget,Mumbai,09-06-2024,2024,6,2011,14,Seasons Mall
Renault,Kwid Rxl,Renault Kwid Rxl,33000,petrol,manual,372000,11.27,93000,"6,771",1.09,"Spinny  Hub, Seasons Mall, Pune",Budget,Mumbai,09-06-2024,2024,6,2021,4,Seasons Mall
Hyundai,Elite I20,Hyundai Elite I20,74000,diesel,manual,722000,9.76,103143,"13,142",1.09,"Spinny  Hub, Seasons Mall, Pune",Budget,Mumbai,09-06-2024,2024,6,2018,7,Seasons Mall
Skoda,Octavia 2,Skoda Octavia 2,56000,diesel,automatic,1787000,31.91,297833,"32,527",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2019,6,Hinjewadi
Hyundai,I10 Sportz,Hyundai I10 Sportz,67000,petrol,manual,248000,3.70,19077,"6,684",1.62,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2012,13,Hinjewadi
Renault,Kwid 1,Renault Kwid 1,37000,petrol,manual,422000,11.41,105500,"7,681",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2021,4,Seasons Mall
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,32000,petrol,manual,619000,19.34,68778,"11,267",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2016,9,Hinjewadi
Volkswagen,Taigun Highline,Volkswagen Taigun Highline,10000,petrol,automatic,1471000,147.10,490333,"26,780",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2022,3,Seasons Mall
Volkswagen,Taigun Topline,Volkswagen Taigun Topline,22000,petrol,automatic,1648000,74.91,549333,"30,001",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2022,3,Hinjewadi
Kia,Seltos Gtx,Kia Seltos Gtx,80000,petrol,manual,1177000,14.71,196167,"21,416",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2019,6,Hinjewadi
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,12000,petrol,automatic,662000,55.17,220667,"12,050",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2022,3,Hinjewadi
Maruti,Suzuki Ciaz,Maruti Suzuki Ciaz,46000,petrol,manual,647000,14.07,71889,"11,776",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2016,9,Hinjewadi
Maruti,Suzuki Swift,Maruti Suzuki Swift,12000,petrol,automatic,824000,68.67,412000,"14,998",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2023,2,Seasons Mall
Hyundai,Elite I20,Hyundai Elite I20,74000,diesel,manual,722000,9.76,103143,"13,142",1.09,"Spinny  Hub, Seasons Mall, Pune",Budget,Mumbai,09-06-2024,2024,6,2018,7,Seasons Mall
Skoda,Octavia 2,Skoda Octavia 2,56000,diesel,automatic,1787000,31.91,297833,"32,527",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2019,6,Hinjewadi
Skoda,Superb Style,Skoda Superb Style,72000,petrol,automatic,1480000,20.56,185000,"28,165",1.14,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2017,8,Hinjewadi
Volkswagen,Taigun Highline,Volkswagen Taigun Highline,10000,petrol,automatic,1471000,147.10,490333,"26,780",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2022,3,Seasons Mall
Volkswagen,Taigun Topline,Volkswagen Taigun Topline,22000,petrol,automatic,1648000,74.91,549333,"30,001",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2022,3,Hinjewadi
MG,Motors Astor,MG Motors Astor,16000,petrol,manual,1384000,86.50,461333,"25,185",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2022,3,Hinjewadi
Hyundai,I10 Sportz,Hyundai I10 Sportz,67000,petrol,manual,248000,3.70,19077,"6,684",1.62,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2012,13,Hinjewadi
Renault,Kwid 1,Renault Kwid 1,37000,petrol,manual,422000,11.41,105500,"7,681",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2021,4,Seasons Mall
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,32000,petrol,manual,619000,19.34,68778,"11,267",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2016,9,Hinjewadi
Skoda,Kushaq Ambition,Skoda Kushaq Ambition,37000,petrol,automatic,1165000,31.49,291250,"21,213",1.09,"Spinny  Hub, Seasons Mall, Pune",Budget,Mumbai,09-06-2024,2024,6,2021,4,Seasons Mall
Volkswagen,Polo Comfortline,Volkswagen Polo Comfortline,72000,petrol+cng,manual,580000,8.06,82857,"10,557",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2018,7,Hinjewadi
Hyundai,Grand I10,Hyundai Grand I10,65000,petrol,automatic,542000,8.34,60222,"9,865",1.09,"Spinny Park, Hinjewadi, Pune",Assured,Mumbai,09-06-2024,2024,6,2016,9,Hinjewadi
Tata,Zest Xma,Tata Zest Xma,89000,diesel,automatic,497000,5.58,62125,"9,046",1.09,"Spinny Park, Hinjewadi, Pune",Budget,Mumbai,09-06-2024,2024,6,2017,8,Hinjewadi
Maruti,Suzuki Vitara,Maruti Suzuki Vitara,90000,diesel,manual,769000,8.54,85444,"13,997",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2016,9,Seasons Mall
Honda,City Zx,Honda City Zx,32000,petrol,automatic,1241000,38.78,248200,"22,592",1.09,"Spinny  Hub, Seasons Mall, Pune",Assured,Mumbai,09-06-2024,2024,6,2020,5,Seasons Mall
